,latitude,longitude,distances,bearings,altitude,gradient
838,-25.737377896520492,27.595306174881163,167600.0,269.6272640735798,1203,0.005
839,-25.73738958381649,27.593309491050224,167800.0,269.55622152258593,1200,-0.015
840,-25.737403501271316,27.591312819473103,168000.0,269.55164682974055,1200,0.0
841,-25.737417562331203,27.589316148969054,168200.0,269.5690412094566,1198,-0.01
842,-25.737431077360526,27.587319473281788,168400.0,269.57268913689836,1196,-0.01
843,-25.737444477875787,27.58532279650749,168600.0,269.57268908851944,1192,-0.02
844,-25.73745787839105,27.58332611973319,168800.0,269.57784704959477,1188,-0.02
845,-25.737471116989305,27.58132944162427,169000.0,269.6267351493681,1186,-0.01
846,-25.737482820921066,27.57933275086564,169200.0,269.62673511240894,1185,-0.005
847,-25.73749452485283,27.57733606010701,169400.0,269.6267350756536,1183,-0.01
848,-25.737506228784593,27.57533936934838,169600.0,269.6267350386944,1181,-0.01
849,-25.737517932716354,27.573342678589754,169800.0,269.5814470422649,1178,-0.015
850,-25.737531058308758,27.571345998097815,170000.0,269.5717316862375,1176,-0.01
851,-25.737544488880214,27.56934931980832,170200.0,269.5717316380467,1177,0.005
852,-25.737557919451667,27.567352641518827,170400.0,269.5717315893493,1175,-0.01
853,-25.73757135002312,27.565355963229333,170600.0,269.57104558761074,1171,-0.02
854,-25.73758480212899,27.56335928490959,170800.0,269.40183456041865,1172,0.005
855,-25.737603565820752,27.56136267116415,171000.0,269.53416700560734,1176,0.02
856,-25.737618175595216,27.559366001987335,171200.0,269.56195904447833,1178,0.01
857,-25.737631912934113,27.55736932611139,171400.0,269.6670127459374,1182,0.02
858,-25.73764235248275,27.555372624506724,171600.0,269.6133009864371,1181,-0.005
859,-25.737654478132622,27.553375934161696,171800.0,269.613300946986,1179,-0.01
860,-25.73766660378249,27.55137924381667,172000.0,269.71701962964886,1177,-0.01
861,-25.737675473435605,27.549382552543772,172200.0,269.3918800697862,1177,0.0
862,-25.737694549718885,27.547385928673933,172400.0,269.65381736565223,1175,-0.01
863,-25.73770540340162,27.54538924553617,172600.0,267.061786974735,1176,0.005
864,-25.737797464153655,27.5433977796015,172800.0,259.1420087916417,1179,0.015
865,-25.73813596741783,27.54143854173244,173000.0,251.08687707411212,1181,0.01
866,-25.738718446373014,27.539551244575904,173200.0,243.15318762598253,1182,0.005
867,-25.739529727227247,27.537771860693994,173400.0,235.82819086787725,1185,0.015
868,-25.7405389953496,27.536121406510564,173600.0,229.32691542504068,1189,0.02
869,-25.741710974567322,27.534607291285596,173800.0,229.02528452504126,1192,0.015
870,-25.7428903208941,27.53309977172355,174000.0,229.83897727293663,1194,0.01
871,-25.744049878997384,27.531574302709885,174200.0,235.80331533377927,1198,0.02
872,-25.745060401387505,27.52992327750249,174400.0,242.11538127059922,1202,0.02
873,-25.74590116624601,27.52815917380546,174600.0,248.62156513392299,1205,0.015
874,-25.746556311689925,27.526301093500766,174800.0,254.87007438622686,1207,0.01
875,-25.74702548000338,27.52437457197939,175000.0,261.0558849335928,1210,0.015
876,-25.747304950647095,27.522403034656445,175200.0,267.45449083675504,1214,0.02
877,-25.747384772399602,27.52040929557258,175400.0,274.05435473447415,1215,0.005
878,-25.74725768063269,27.5184188192536,175600.0,277.5116441279308,1218,0.015
879,-25.747022538997,27.5164390981875,175800.0,275.4687290928106,1218,0.0
880,-25.74685117713025,27.51445207119218,176000.0,268.2959009234842,1222,0.02
881,-25.746904613841284,27.512457455703537,176200.0,261.3292785807804,1223,0.005
882,-25.747175572339245,27.51048472110588,176400.0,253.86599027153477,1220,-0.015
883,-25.747674933407048,27.508568163405165,176600.0,246.74609587905482,1225,0.025
884,-25.748384448937113,27.50673498989149,176800.0,241.2853175460928,1227,0.01
885,-25.749248529167907,27.504983766018658,177000.0,240.90229402383608,1228,0.005
886,-25.750123195060574,27.503238861047777,177200.0,242.90315570732403,1229,0.005
887,-25.75094204244123,27.501461996018985,177400.0,251.84755200831938,1226,-0.015
888,-25.75150161096618,27.49956705623563,177600.0,260.9427164505811,1225,-0.005
889,-25.751784350318694,27.49759772080386,177800.0,267.9124017850742,1226,0.005
890,-25.751849841278716,27.495602539260968,178000.0,268.57984198965244,1223,-0.015
891,-25.75189440503969,27.493606178253717,178200.0,268.7236518705711,1220,-0.015
892,-25.751934455517606,27.491609699569,178400.0,268.6520674953336,1215,-0.025
893,-25.75197675263213,27.48961327576342,178600.0,267.7791057690044,1212,-0.015
894,-25.752046439326747,27.487617829940287,178800.0,268.91800529485863,1208,-0.02
895,-25.752080377882006,27.485621917156337,179000.0,269.1583850475286,1211,0.015
896,-25.752106783320123,27.48362516759123,179200.0,270.2615591078004,1215,0.02
897,-25.75209855902117,27.481628262964183,179400.0,271.8389415747851,1222,0.035
898,-25.752040888386627,27.479634441933126,179600.0,272.9206357974008,1225,0.015
899,-25.751949270129273,27.477640950630974,179800.0,272.8641273878492,1231,0.03
900,-25.75185938619755,27.475646550676352,180000.0,272.7203111083417,1241,0.05
901,-25.751774010227674,27.473651879743223,180200.0,272.42746087387235,1244,0.015
902,-25.75169782515391,27.471656940193483,180400.0,273.4487170773435,1248,0.02
903,-25.751589615798977,27.46966362038825,180600.0,272.83853673230703,1244,-0.02
904,-25.751500530635646,27.46766910256476,180800.0,272.80665829546194,1242,-0.01
905,-25.751412444997815,27.46567453161493,181000.0,272.94269635303453,1241,-0.005
906,-25.751320095115783,27.463680219796334,181200.0,273.3691847229476,1241,0.0
907,-25.751214376648853,27.46168671602517,181400.0,273.50441491522247,1242,0.005
908,-25.75110442105777,27.459693503861498,181600.0,273.52384411464016,1247,0.025
909,-25.750993856757937,27.45770033623653,181800.0,273.42527241963523,1251,0.02
910,-25.75088638057875,27.45570695201692,182000.0,273.6464953682201,1253,0.01
